dogBreed,dogBreedLabel,countryLabel,height,heightQualifier,mass,massQualifier,lifeExpectancy,lifeExpectancyQualifier
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,59,http://www.wikidata.org/entity/Q10585806,36,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,65,http://www.wikidata.org/entity/Q10578722,36,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,62,http://www.wikidata.org/entity/Q10585806,36,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q21074,Мареммо-абруццкая овчарка,Италия,67,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q21074,Мареммо-абруццкая овчарка,Италия,62,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q21074,Мареммо-абруццкая овчарка,Италия,73.5,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q21074,Мареммо-абруццкая овчарка,Италия,70,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37730,Азорская пастушья собака,Португалия,58,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37730,Азорская пастушья собака,Португалия,60,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37730,Азорская пастушья собака,Португалия,50,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37730,Азорская пастушья собака,Португалия,48,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37741,Арденский бувье,Бельгия,52,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37741,Арденский бувье,Бельгия,56,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37741,Арденский бувье,Бельгия,62,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37741,Арденский бувье,Бельгия,56,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,55,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,63,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,58,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,60,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,68,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,68,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,62,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,62,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,59,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,59,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,65,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37896,Фландрский бувье,Бельгия,65,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37934,Белая швейцарская овчарка,Швейцария,61,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37934,Белая швейцарская овчарка,Швейцария,58,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37934,Белая швейцарская овчарка,Швейцария,53,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37934,Белая швейцарская овчарка,Швейцария,66,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38041,Hanover Hound,Германия,55,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38041,Hanover Hound,Германия,50,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38041,Hanover Hound,Германия,48,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38041,Hanover Hound,Германия,53,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38099,Као де кастро-лаборейро,Португалия,61,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38099,Као де кастро-лаборейро,Португалия,55,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38099,Као де кастро-лаборейро,Португалия,58,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38099,Као де кастро-лаборейро,Португалия,64,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38096,Эштрельская овчарка,Португалия,62,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38096,Эштрельская овчарка,Португалия,69,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38096,Эштрельская овчарка,Португалия,65,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38096,Эштрельская овчарка,Португалия,73,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,68,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,63,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,68,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,72,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38546,Южнорусская овчарка,Украина,66,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38546,Южнорусская овчарка,Украина,62,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38688,Ризеншнауцер,Германия,70,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38688,Ризеншнауцер,Германия,60,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38965,Веймаранер,Германия,65,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38965,Веймаранер,Германия,70,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38965,Веймаранер,Германия,57,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38965,Веймаранер,Германия,59,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q39073,Рафейру ду Алентежу,Португалия,70,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39073,Рафейру ду Алентежу,Португалия,64,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39073,Рафейру ду Алентежу,Португалия,66,http://www.wikidata.org/entity/Q10585806,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39073,Рафейру ду Алентежу,Португалия,74,http://www.wikidata.org/entity/Q10578722,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39408,Шарпланинская овчарка,Северная Македония,62,,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39408,Шарпланинская овчарка,Северная Македония,58,,35,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,34,,10,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,63.5,,34,,12,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,34,,10,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q21206,Аляскинский маламут,Аляска,58.5,,34,,12,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q80994,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,56,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q80994,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q80994,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,63.5,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q80994,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q80994,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,53,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q80994,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q80994,11,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37514,Американский фоксхаунд,США,61,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q80994,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,12,
http://www.wikidata.org/entity/Q37851,Кламбер-спаниель,Англия,,,34,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,60,http://www.wikidata.org/entity/Q10585806,34,http://www.wikidata.org/entity/Q10578722,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,66,http://www.wikidata.org/entity/Q10578722,34,http://www.wikidata.org/entity/Q10578722,12,
http://www.wikidata.org/entity/Q37644,Уругвайский симаррон,Уругвай,58,http://www.wikidata.org/entity/Q10585806,33,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37644,Уругвайский симаррон,Уругвай,61,http://www.wikidata.org/entity/Q10578722,33,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37644,Уругвайский симаррон,Уругвай,55,http://www.wikidata.org/entity/Q10585806,33,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37644,Уругвайский симаррон,Уругвай,58,http://www.wikidata.org/entity/Q10578722,33,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q29084,Чесапик бэй ретривер,США,61,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29084,Чесапик бэй ретривер,США,53,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29084,Чесапик бэй ретривер,США,58,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29084,Чесапик бэй ретривер,США,66,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29200,Прямошёрстный ретривер,Великобритания,56.5,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29200,Прямошёрстный ретривер,Великобритания,61.5,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29200,Прямошёрстный ретривер,Великобритания,59,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q29200,Прямошёрстный ретривер,Великобритания,59,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38238,Бергамская овчарка,Италия,60,,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38238,Бергамская овчарка,Италия,60,,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38238,Бергамская овчарка,Италия,56,,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38238,Бергамская овчарка,Италия,56,,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,68,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,63,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,68,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38358,Доберман,Германия,72,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,76,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,76,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,76,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,76,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,71,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,68,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,68,http://www.wikidata.org/entity/Q80994,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,68,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38571,Грейхаунд,Великобритания,68,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q80994,,
http://www.wikidata.org/entity/Q39026,Родезийский риджбек,Родезия,63,http://www.wikidata.org/entity/Q10585806,32,,,
http://www.wikidata.org/entity/Q39026,Родезийский риджбек,Родезия,61,http://www.wikidata.org/entity/Q10585806,32,,,
http://www.wikidata.org/entity/Q39026,Родезийский риджбек,Родезия,66,http://www.wikidata.org/entity/Q10578722,32,,,
http://www.wikidata.org/entity/Q39026,Родезийский риджбек,Родезия,69,http://www.wikidata.org/entity/Q10578722,32,,,
http://www.wikidata.org/entity/Q39161,Итальянский спиноне,Италия,65,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39161,Итальянский спиноне,Италия,70,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39161,Итальянский спиноне,Италия,58,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q39161,Итальянский спиноне,Италия,60,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38280,Немецкая овчарка,Германия,60,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q10578722,10,
http://www.wikidata.org/entity/Q38280,Немецкая овчарка,Германия,55,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q10578722,10,
http://www.wikidata.org/entity/Q37716,Бассет-хаунд,Франция,38,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q2796622,11.5,
http://www.wikidata.org/entity/Q37716,Бассет-хаунд,Франция,38,http://www.wikidata.org/entity/Q10578722,32,http://www.wikidata.org/entity/Q80994,11.5,
http://www.wikidata.org/entity/Q37716,Бассет-хаунд,Франция,33,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q2796622,11.5,
http://www.wikidata.org/entity/Q37716,Бассет-хаунд,Франция,33,http://www.wikidata.org/entity/Q10585806,32,http://www.wikidata.org/entity/Q80994,11.5,
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,52,,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,50,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,60,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,56,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,12,http://www.wikidata.org/entity/Q10585806
http://www.wikidata.org/entity/Q37494,Стародатский пойнтер,Дания,54,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,13,http://www.wikidata.org/entity/Q10578722
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,58,http://www.wikidata.org/entity/Q10585806,31,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,62,http://www.wikidata.org/entity/Q10578722,31,,12,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,55,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,63,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,58,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q37827,Дрентская куропаточная собака,Нидерланды,60,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10578722,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,70,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,59,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,65,http://www.wikidata.org/entity/Q10578722,31,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q38963,Словацкий чувач,Чехословакия,62,http://www.wikidata.org/entity/Q10585806,31,http://www.wikidata.org/entity/Q10585806,,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,60,http://www.wikidata.org/entity/Q10585806,31,,12,
http://www.wikidata.org/entity/Q37666,Cesky Fousek,Чехия,66,http://www.wikidata.org/entity/Q10578722,31,,12,
